"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSÄ.","Obreb","Dzielnica","street","Numer.administracyjny","housenumber","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","lon","lat","LiczbaSzkolWPromieniuKilometra","OdlegloscDoNajblizszejSzkoly","LiczbaPrzystankowWPromieniuKilometra","OdlegloscDoNajblizszegoPrzystanku","LiczbaPlacowekMedycznychWObrebieKilometra","OdlegloscDoNajblizszejPlacowkiMedycznej","LiczbaMarketowWObrebieKilometra","OdlegloscDoNajblizszegoMarketu","Odległość.do.centrum.w.m"
81,566.04,"Nie",42355,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","22","9","mieszkalny",37.1,"2","","",21000,"Aleja Korfantego 22",19.0209425,50.2632359,56,56.4570305686091,102,321.515767284149,15,416.058517382368,15,416.058517382368,570
82,4053.33,"Nie",42131,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","22","10","mieszkalny",37.5,"2","","",152000,"Aleja Korfantego 22",19.0209425,50.2632359,56,56.4570305686091,102,321.515767284149,15,416.058517382368,15,416.058517382368,570
83,3263.16,"Nie",42732,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","22","35","mieszkalny",47.5,"2","","",155000,"Aleja Korfantego 22",19.0209425,50.2632359,56,56.4570305686091,102,321.515767284149,15,416.058517382368,15,416.058517382368,570
84,3375.53,"Nie",42376,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","22","37","mieszkalny",47.4,"2","","",160000,"Aleja Korfantego 22",19.0209425,50.2632359,56,56.4570305686091,102,321.515767284149,15,416.058517382368,15,416.058517382368,570
85,3862.21,"Nie",42289,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","22","52","mieszkalny",47.9,"2","","",185000,"Aleja Korfantego 22",19.0209425,50.2632359,56,56.4570305686091,102,321.515767284149,15,416.058517382368,15,416.058517382368,570
86,4285.71,"Nie",42548,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","22","61","mieszkalny",45.5,"2","","",195000,"Aleja Korfantego 22",19.0209425,50.2632359,56,56.4570305686091,102,321.515767284149,15,416.058517382368,15,416.058517382368,570
87,3680,"Nie",42569,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","22","69","mieszkalny",37.5,"2","","",138000,"Aleja Korfantego 22",19.0209425,50.2632359,56,56.4570305686091,102,321.515767284149,15,416.058517382368,15,416.058517382368,570
88,3978.95,"Nie",42340,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","24","11","mieszkalny",47.5,"2","","",189000,"Aleja Korfantego 24",19.0210079,50.2634409,54,72.2434961274622,101,362.354634195077,15,508.618749046675,15,508.618749046675,594
89,4476.99,"Nie",42804,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","24","27","mieszkalny",47.8,"2","","",214000,"Aleja Korfantego 24",19.0210079,50.2634409,54,72.2434961274622,101,362.354634195077,15,508.618749046675,15,508.618749046675,594
90,3177.97,"Nie",42215,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","24","73","mieszkalny",47.2,"2","","",150000,"Aleja Korfantego 24",19.0210079,50.2634409,54,72.2434961274622,101,362.354634195077,15,508.618749046675,15,508.618749046675,594
91,3340.76,"Nie",42642,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","26","8","mieszkalny",44.9,"2","","",150000,"Aleja Korfantego 26",19.0210968,50.2636621,54,103.615803202053,100,357.637285570617,15,623.912293309855,15,623.912293309855,619
92,3290.87,"Nie",42447,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","26","20","mieszkalny",47.1,"2","","",155000,"Aleja Korfantego 26",19.0210968,50.2636621,54,103.615803202053,100,357.637285570617,15,623.912293309855,15,623.912293309855,619
93,4164.9,"Nie",42359,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","26","53","mieszkalny",47.3,"2","","",197000,"Aleja Korfantego 26",19.0210968,50.2636621,54,103.615803202053,100,357.637285570617,15,623.912293309855,15,623.912293309855,619
94,4186.67,"Nie",42521,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","26","73","mieszkalny",37.5,"2","","",157000,"Aleja Korfantego 26",19.0210968,50.2636621,54,103.615803202053,100,357.637285570617,15,623.912293309855,15,623.912293309855,619
95,4050.63,"Nie",42240,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","2","mieszkalny",47.4,"2","","",192000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
96,3663.09,"Nie",42758,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","5","mieszkalny",46.6,"2","","",170700,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
97,4050.63,"Nie",42646,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","16","mieszkalny",47.4,"2","","",192000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
98,3305.08,"Nie",42678,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","17","mieszkalny",47.2,"2","","",156000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
99,3880.6,"Nie",42338,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","38","mieszkalny",46.9,"2","","",182000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
100,4042.55,"Nie",42278,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","42","mieszkalny",37.6,"2","","",152000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
101,3918.92,"Nie",42740,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","51","mieszkalny",37,"2","","",145000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
102,3260.87,"Nie",42417,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","54","mieszkalny",36.8,"2","","",120000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
103,2542.37,"Tak",42550,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","28","67","mieszkalny",47.2,"2","","",120000,"Aleja Korfantego 28",19.0211768,50.2638917,51,148.199618271957,100,305.924837378274,15,754.880750742203,15,754.880750742203,646
104,4522.29,"Nie",42752,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","30","12","mieszkalny",47.1,"3","","",213000,"Aleja Korfantego 30",19.0212496,50.2640834,53,196.711511732965,99,271.828099224091,15,875.871793663308,15,875.871793663308,667
105,4171.12,"Nie",42527,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","30","15","mieszkalny",37.4,"2","","",156000,"Aleja Korfantego 30",19.0212496,50.2640834,53,196.711511732965,99,271.828099224091,15,875.871793663308,15,875.871793663308,667
106,4343.22,"Nie",42656,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","30","46","mieszkalny",47.2,"2","","",205000,"Aleja Korfantego 30",19.0212496,50.2640834,53,196.711511732965,99,271.828099224091,15,875.871793663308,15,875.871793663308,667
107,2702.7,"Nie",42578,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","30","50","mieszkalny",37,"2","","",1e+05,"Aleja Korfantego 30",19.0212496,50.2640834,53,196.711511732965,99,271.828099224091,15,875.871793663308,15,875.871793663308,667
108,4420.49,"Nie",42549,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","30","68","mieszkalny",37.1,"2","","",164000,"Aleja Korfantego 30",19.0212496,50.2640834,53,196.711511732965,99,271.828099224091,15,875.871793663308,15,875.871793663308,667
109,3971.88,"Nie",42802,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","32","14","mieszkalny",56.9,"3","","",226000,"Aleja Korfantego 32",19.0213111,50.2642661,53,250.754969165736,99,250.039103105882,15,998.527083244399,15,998.527083244399,713
110,3350.79,"Nie",42384,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Aleja Korfantego","32","45","mieszkalny",57.3,"4","","",192000,"Aleja Korfantego 32",19.0213111,50.2642661,53,250.754969165736,99,250.039103105882,15,998.527083244399,15,998.527083244399,713
111,3649.31,"Nie",42605,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Koszutka","Aleja Korfantego","59","22","mieszkalny",44.94,"2","","",164000,"Aleja Korfantego 59",19.0247758,50.2693391,25,1141.34417928075,60,45.3600778626367,13,6505.46816647739,13,6505.46816647739,1197
112,2286.4,"Nie",42447,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Aleja Korfantego","66","9","mieszkalny",83.1,"3","","",190000,"Aleja Korfantego 66",19.0242025,50.2705866,24,639.473412283891,45,10.5163136858892,11,6004.56934905562,11,6004.56934905562,1354
113,2803.74,"Tak",42320,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Aleja Korfantego","125","5","mieszkalny",64.2,"2","","",180000,"Aleja Korfantego 125",19.0217153,50.2786798,9,1531.27209436096,40,42.4208854472747,7,1285.82776621749,7,1285.82776621749,2333
114,2626.26,"Nie",42341,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","3","mieszkalny",59.4,"3","","",156000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
115,3773.82,"Nie",42271,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","3","mieszkalny",59.4,"3","","",224165,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
116,3773.82,"Nie",42271,"umowa sprzedazy - rynek wtorny","spolka","spolka","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","3","mieszkalny",59.4,"3","","",224165,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
117,3433.1,"Tak",42172,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","12","mieszkalny",56.8,"3","","",195000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
118,3897.18,"Nie",42359,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","17","mieszkalny",60.3,"3","","",235000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
119,2977.71,"Tak",42272,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","63","mieszkalny",62.8,"3","","",187000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
120,2977.71,"Tak",42272,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","63","mieszkalny",62.8,"3","","",187000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
121,2977.71,"Tak",42272,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Aleja Rozdzienskiego","86","63","mieszkalny",62.8,"3","","",187000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
122,3922.56,"Nie",42572,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","67","mieszkalny",59.4,"3","","",233000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
123,2893.89,"Tak",42762,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","101","mieszkalny",62.2,"3","","",180000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
124,3119.27,"Tak",42230,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","104","mieszkalny",54.5,"3","","",170000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
125,4262.02,"Nie",42709,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","129","mieszkalny",60.3,"3","","",257000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
126,3150.91,"Tak",42552,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","141","mieszkalny",60.3,"3","","",190000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
127,2982.73,"Tak",42501,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Aleja Rozdzienskiego","86","154","mieszkalny",63.7,"3","","",190000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
128,4039.55,"Nie",42440,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","164","mieszkalny",53.1,"3","","",214500,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
129,4071.97,"Nie",42769,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","86","184","mieszkalny",52.8,"3","","",215000,"Aleja Rozdzienskiego 86",19.036285,50.2609781,39,83.6175399771172,37,143.404740692054,33,273.009950548514,33,273.009950548514,1221
130,4029.85,"Nie",42724,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","88","13","mieszkalny",60.3,"3","","",243000,"Aleja Rozdzienskiego 88",19.0374005,50.2613889,32,0,27,47.9400770308809,33,429.125733381098,33,429.125733381098,1320
131,3371.21,"Nie",42271,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","88","16","mieszkalny",52.8,"3","","",178000,"Aleja Rozdzienskiego 88",19.0374005,50.2613889,32,0,27,47.9400770308809,33,429.125733381098,33,429.125733381098,1320
132,3121.87,"Nie",42262,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","88","18","mieszkalny",59.9,"3","","",187000,"Aleja Rozdzienskiego 88",19.0374005,50.2613889,32,0,27,47.9400770308809,33,429.125733381098,33,429.125733381098,1320
133,3316.5,"Nie",42682,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","88","51","mieszkalny",59.4,"3","","",197000,"Aleja Rozdzienskiego 88",19.0374005,50.2613889,32,0,27,47.9400770308809,33,429.125733381098,33,429.125733381098,1320
134,3255.43,"Tak",42803,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","88","94","mieszkalny",59.9,"3","","",195000,"Aleja Rozdzienskiego 88",19.0374005,50.2613889,32,0,27,47.9400770308809,33,429.125733381098,33,429.125733381098,1320
135,3787.88,"Tak",42541,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","88","107","mieszkalny",59.4,"3","","",225000,"Aleja Rozdzienskiego 88",19.0374005,50.2613889,32,0,27,47.9400770308809,33,429.125733381098,33,429.125733381098,1320
136,3672.79,"Nie",42377,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","","Aleja Rozdzienskiego","88","126","mieszkalny",59.9,"3","","",220000,"Aleja Rozdzienskiego 88",19.0374005,50.2613889,32,0,27,47.9400770308809,33,429.125733381098,33,429.125733381098,1320
