"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSæ","Obreb","Dzielnica","Ulica","Numer.administracyjny","Numer.lokalu","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","X","lon","lat"
1691,"2928.26","Nie",42461,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Krasinskiego","26","27","mieszkalny","81.96","4","","","240000","Krasinskiego 26","",20.9739258,52.2661081
1692,"3985.65","Nie",42786,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Krasinskiego","28","19","mieszkalny","50.18","2","","","200000","Krasinskiego 28","",20.9735941,52.2658898
1693,"2268.8","Nie",42360,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","","Krawczyka","1","18","mieszkalny","46.28","2","","","105000","Krawczyka 1","",19.0799499,50.2436713
1694,"2423.4","Nie",42272,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","","Krawczyka","1","21","mieszkalny","35.9","1","","","87000","Krawczyka 1","",19.0799499,50.2436713
1695,"2468.33","Nie",42170,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","","Krawczyka","1","23","mieszkalny","30.79","1","","","76000","Krawczyka 1","",19.0799499,50.2436713
1696,"2311.98","Nie",42215,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Myslowice-Las","","Krawczyka","1","31","mieszkalny","35.9","1","","","83000","Krawczyka 1","",19.0799499,50.2436713
1697,"2899.69","Nie",42291,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Krolowej Jadwigi","2","5","mieszkalny","127.6","4","","","370000","Krolowej Jadwigi 2","",19.2033451,50.3248956
1698,"4846.98","Nie",42306,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Krolowej Jadwigi","7","3","mieszkalny","60.45","3","","","293000","Krolowej Jadwigi 7","",19.913474,50.053224
1699,"","Nie",42543,"umowa sprzedazy - rynek wtorny","skarb panstwa","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Krolowej Jadwigi","12","17","mieszkalny","80.3","3","","","","Krolowej Jadwigi 12","",19.1935029,50.3218704
1700,"2653.73","Nie",42521,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","24","9","mieszkalny","54.64","2","","lata 70-te XX w.","145000","Krucza 24","",21.0184487,52.2267529
1701,"2710.95","Tak",42576,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota - Panewniki","Krucza","24","24","mieszkalny","59.02","3","","","160000","Krucza 24","",21.0184487,52.2267529
1702,"2792.88","Nie",42331,"umowa sprzedazy - rynek pierwotny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","80","3","mieszkalny","54.66","3","","","152659","Krucza 80","",17.0066579,51.093219
1703,"3062.34","Nie",42418,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","80a","4","mieszkalny","54.86","3","","lata 70-te XX w.","168000","Krucza 80a","",18.9615471,50.2369872
1704,"2539.74","Nie",42417,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","80a","10","mieszkalny","54.73","3","","lata 70-te XX w.","139000","Krucza 80a","",18.9615471,50.2369872
1705,"3782.2","Nie",42510,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","80a","10","mieszkalny","54.73","3","","lata 70-te XX w.","207000","Krucza 80a","",18.9615471,50.2369872
1706,"2594.3","Nie",42429,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","80i","8","mieszkalny","62.83","4","","lata 70-te XX w.","163000","Krucza 80i","",18.9618202,50.2379071
1707,"2591.23","Nie",42390,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","82d","1","mieszkalny","46.31","2","","lata 70-te XX w.","120000","Krucza 82d","",18.9624966,50.2372302
1708,"2771.6","Tak",42438,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Krucza","82g","8","mieszkalny","58.45","3","","","162000","Krucza 82g","",18.9627656,50.2375478
1709,"5891.47","Nie",42598,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Krzywoustego Boleslawa","2","17","mieszkalny","45.15","2","","","133000","Krzywoustego Boleslawa 2","",15.425972,53.161888
1710,"4817.91","Nie",42326,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","Tysiaclecie","Krzywoustego Boleslawa","6","3","mieszkalny","52.72","2","","lata 2010-2019","254000","Krzywoustego Boleslawa 6","",17.070354,51.1373384
1711,"3755.69","Nie",42243,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","Tysiaclecie","","Krzywoustego Boleslawa","6","3","mieszkalny","52.72","2","do remontu kapitalnego","","198000","Krzywoustego Boleslawa 6","",17.070354,51.1373384
1712,"3755.69","Nie",42243,"umowa sprzedazy - rynek wtorny","osoba fizyczna","spolka","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Tysiaclecie","Krzywoustego Boleslawa","6","3","mieszkalny","52.72","2","","","198000","Krzywoustego Boleslawa 6","",17.070354,51.1373384
1713,"3313.25","Nie",42790,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Dab","Krzyzowa","8b","34","mieszkalny","49.8","3","","","165000","Krzyzowa 8b","",19.0058209,50.278521
1714,"3152.61","Nie",42576,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Krzyzowa","8b","43","mieszkalny","49.8","3","","","157000","Krzyzowa 8b","",19.0058209,50.278521
1715,"3119.58","Nie",42331,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Krzyzowa","8D","67","mieszkalny","57.7","4","","","180000","Krzyzowa 8D","",19.0059459,50.2788539
1716,"4011.15","Nie",42583,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Ksiazeca","46c","12","mieszkalny","46.62","2","","","187000","Ksiazeca 46c","",21.902776,52.797635
1717,"3389.02","Nie",42277,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","KSciuczyka","4","5","mieszkalny","41.9","1","","","142000","KSciuczyka 4","",18.9996447,50.181469
1718,"2231.44","Tak",42719,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","KSciuczyka","7","9","mieszkalny","69.91","2","","","156000","KSciuczyka 7","",18.998646,50.1817209
1719,"2391.8","Nie",42390,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","KSciuczyka","10","15","mieszkalny","43.9","2","","","105000","KSciuczyka 10","",18.9985761,50.1823439
1720,"2663.93","Nie",42152,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","KSciuczyka","3a","9","mieszkalny","61","2","","","162500","KSciuczyka 3a","",18.999497,50.1803611
1721,"2868.85","Nie",42320,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kujawska","4","12","mieszkalny","61","3","","","175000","Kujawska 4","",18.0057079,53.1186359
1722,"3288.12","Nie",42195,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kujawska","6","26","mieszkalny","72.99","4","","","240000","Kujawska 6","",18.0058209,53.118544
1723,"3257.98","Tak",42639,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kujawska","3B","33","mieszkalny","75.2","4","","","245000","Kujawska 3B","",19.0485843,50.2678149
1724,"3279.74","Tak",42376,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kurpiowska","1","3","mieszkalny","62.2","3","","","204000","Kurpiowska 1","",18.532533,54.485576
1725,"3240.17","Nie",42774,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kurpiowska","2","6","mieszkalny","72.99","4","","","236500","Kurpiowska 2","",19.0476059,50.269521
1726,"3380.05","Nie",42653,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kurpiowska","3","8","mieszkalny","48.52","2","","","164000","Kurpiowska 3","",19.047807,50.2699159
1727,"3470.5","Nie",42194,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kurpiowska","3","21","mieszkalny","60.51","3","","","210000","Kurpiowska 3","",19.047807,50.2699159
1728,"3242.89","Nie",42506,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Kurpiowska","6","19","mieszkalny","75.55","4","","","245000","Kurpiowska 6","",18.59946,49.948282
1729,"3586.15","Nie",42291,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Kurpiowska","7","8","mieszkalny","48.52","2","","","174000","Kurpiowska 7","",22.2546739,52.162375
1730,"2877.7","Nie",42380,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","18","8","mieszkalny","48.65","2","do remontu kapitalnego","","140000","Kwiatkowskiego 18","",20.918137,50.013348
1731,"2864.82","Nie",42447,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Kwiatkowskiego","24","8","mieszkalny","55.85","3","","","160000","Kwiatkowskiego 24","",17.161622,51.028922
1732,"3082.82","Nie",42401,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","26","1","mieszkalny","60.01","3","","","185000","Kwiatkowskiego 26","",18.9664623,50.2612295
1733,"3154.21","Tak",42480,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Kwiatkowskiego","30","28","mieszkalny","42.8","2","","","135000","Kwiatkowskiego 30","",18.96584,50.2612816
1734,"2659.72","Nie",42544,"umowa przeniesienia praw","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Kwiatkowskiego","10a","12","mieszkalny","60.01","3","","","159610","Kwiatkowskiego 10a","",18.96805,50.2607235
1735,"3716.05","Nie",42660,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Kwiatkowskiego","10A","12","mieszkalny","60.01","3","","","223000","Kwiatkowskiego 10A","",18.96805,50.2607235
1736,"3083.25","Nie",42487,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","10b","14","mieszkalny","48.65","2","","","150000","Kwiatkowskiego 10b","",18.9678717,50.2607043
1737,"3699.9","Nie",42541,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","os. Witosa","Kwiatkowskiego","18c","1","mieszkalny","48.65","2","","","180000","Kwiatkowskiego 18c","",18.9668853,50.2609467
1738,"2954.34","Nie",42598,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","22b","3","mieszkalny","55.85","3","","","165000","Kwiatkowskiego 22b","",18.967657,50.2619196
1739,"3043.87","Nie",42180,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","22b","10","mieszkalny","55.85","3","","","170000","Kwiatkowskiego 22b","",18.967657,50.2619196
1740,"3187.11","Nie",42444,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","24b","7","mieszkalny","55.85","3","","","178000","Kwiatkowskiego 24b","",18.9669587,50.2619978
1741,"3726.03","Nie",42684,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","26a","12","mieszkalny","73","4","","","272000","Kwiatkowskiego 26a","",21.998399,50.0135079
1742,"3329.91","Nie",42471,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","28c","10","mieszkalny","48.65","2","","","162000","Kwiatkowskiego 28c","",18.9658522,50.2607061
1743,"3216.86","Nie",42223,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Zaleska Halda","Zaleska Halda","Kwiatkowskiego","4a","2","mieszkalny","48.65","2","","","156500","Kwiatkowskiego 4a","",16.5526519,50.546014
1744,"4383.12","Nie",42313,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Laskowskiego","4","5","mieszkalny","30.8","1","","","135000","Laskowskiego 4","",19.0402328,50.1990409
1745,"2014.37","Nie",42163,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Le Ronda","17","1","mieszkalny","74.47","2","","","150010","Le Ronda 17","",-0.806159,46.298964
1746,"1632.85","Nie",42163,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Le Ronda","17","2","mieszkalny","91.87","3","","","150010","Le Ronda 17","",-0.806159,46.298964
1747,"1427.43","Nie",42163,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Le Ronda","17","3","mieszkalny","52.57","1","","","75040","Le Ronda 17","",-0.806159,46.298964
1748,"1981.68","Nie",42163,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Le Ronda","17","4","mieszkalny","113.53","3","","","224980","Le Ronda 17","",-0.806159,46.298964
1749,"4270.67","Nie",42517,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Dabrowka Mala","","Le Ronda","16d","8","mieszkalny","51.28","2","","","219000","Le Ronda 16d","",19.0668494,50.2770041
1750,"4969.92","Nie",42779,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Lelkow","5","3","mieszkalny","38.23","2","","","190000","Lelkow 5","",19.008575,50.2359099
1751,"4434.14","Nie",42135,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Lelkow","10","2","mieszkalny","99.23","4","","","440000","Lelkow 10","",19.009805,50.2346999
1752,"1792.63","Nie",42408,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Janow","","LeSnego Potoku","26","9","mieszkalny","69.73","2","","","125000","LeSnego Potoku 26","",19.093149,50.241786
1753,"3919.49","Nie",42713,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ochojec","Ligenzy","11","5","mieszkalny","47.2","2","","","185000","Ligenzy 11","",18.7338702,50.3017371
1754,"3579.6","Nie",42534,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Ligocka","4","37","mieszkalny","48.05","3","","","172000","Ligocka 4","",18.993657,50.241777
1755,"3101.94","Tak",42258,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Ligocka","5","62","mieszkalny","66.41","3","przecietny uwzgledniajacy standardowe zuzycie","","206000","Ligocka 5","",18.9923479,50.242113
1756,"3948.81","Tak",42460,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Ligocka","6","13","mieszkalny","27.35","1","dobry","","108000","Ligocka 6","",18.99317,50.241557
1757,"2963.51","Tak",42570,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Ligocka","6","26","mieszkalny","53.99","3","","","160000","Ligocka 6","",18.99317,50.241557
1758,"2666.43","Nie",42181,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Ligocka","70","2","mieszkalny","57.38","3","do remontu kapitalnego","lata 70-te XX w.","153000","Ligocka 70","",18.9811039,50.2356599
1759,"2666.43","Nie",42181,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Ligocka","70","2","mieszkalny","57.38","3","","","153000","Ligocka 70","",18.9811039,50.2356599
1760,"2666.43","Nie",42181,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Ligocka","70","2","mieszkalny","57.38","3","","","153000","Ligocka 70","",18.9811039,50.2356599
1761,"3746.95","Nie",42285,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Ligocka","70","20","mieszkalny","57.38","3","","","215000","Ligocka 70","",18.9811039,50.2356599
1762,"3762.06","Nie",42684,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Ligocka","70","24","mieszkalny","31.1","1","","","117000","Ligocka 70","",18.9811039,50.2356599
